,0
"('800.1',)",28431.666191947254
"('800.2',)",28431.666191947254
"('800.3',)",13556.708637507862
"('802.1',)",10268.344938376044
"('802.2',)",10181.481632928511
"('802.3',)",10181.481632928511
"('806.1',)",9398.72439185787
"('806.2',)",4549.113440305803
"('806.3',)",1448.5281729891158
"('808.1',)",294.8064346646164
"('808.2',)",67.69878928481656
"('808.3',)",67.69878928481656
"('810.2',)",35.68191390327603
"('812.1',)",35.68191390327603
"('812.2',)",30.96726270355696
"('812.3',)",24.747703158360437
"('814.1',)",23.032028974735038
"('814.2',)",14.963489707220164
"('814.3',)",14.963489707220164
"('814r.1',)",8.55829005199024
"('814r.2',)",8.55829005199024
"('814r.3',)",5.639748418979756
"('850.1',)",5.639748418979756
"('850.2',)",5.316911773716206
"('850.3',)",4.5060805314605945
"('816.1',)",4.5060805314605945
"('816.2',)",4.499300850389981
"('816.3',)",3.471458791370535
"('818.1',)",3.471458791370535
"('824.1',)",1.756625671042183
"('824.2',)",1.756625671042183
"('824.3',)",1.8401388973613013
"('820.1',)",1.8401388973613013
"('822.1',)",1.4290105028609343
"('826.2',)",1.3197838157916204
"('828.1',)",1.3197838157916204
"('828.2',)",1.1306628913792727
"('828.3',)",0.7786842014228871
"('830.1',)",0.7326141326023956
"('830.2',)",0.7326141326023956
"('830.3',)",0.4106680679134485
"('854.1',)",0.5777342215217767
"('854.2',)",0.5777342215217767
"('854.3',)",0.4706577617812159
"('832.1',)",0.4706577617812159
"('832.2',)",0.3654767754106098
"('832.3',)",0.16812294301233588
"('858.1',)",0.16812294301233588
"('858.2',)",0.2504425750650025
"('858.3',)",0.2504425750650025
"('834.1',)",0.2373987674502707
"('834.2',)",0.22084128530924582
"('834.3',)",0.19579964279420323
"('860.1',)",0.18097806199254088
"('860.2',)",0.18097806199254088
"('860.3',)",0.1711166011588863
"('842.1',)",0.1711166011588863
"('842.2',)",0.1802733835218388
"('842.3',)",0.05971482805399229
"('836.1',)",0.1570818210186976
"('836.2',)",0.1384473082974427
"('836.3',)",0.09809726470126179
"('840.1',)",0.08269811593201556
"('840.2',)",0.08214346606391451
"('840.3',)",0.0766009669815945
"('862.1',)",0.0766009669815945
"('862.2',)",0.06926021648966646
"('862.3',)",0.06926021648966646
"('844.1',)",0.0684632240355973
"('844.2',)",0.0684632240355973
"('844.3',)",0.01064605675780209
"('846.1',)",0.01064605675780209
"('846.2',)",0.014974289232300169
"('846.3',)",0.03990238400189132
"('848.1',)",0.03990238400189132
"('848.2',)",0.007141460909383822
"('848.3',)",0.040508018011301154
"('852r.1',)",0.03620640366854417
"('852r.2',)",0.03620640366854417
"('852r.3',)",0.02986134923777774
"('888.1',)",0.02986134923777774
"('888.2',)",0.03719562541569827
"('888.3',)",0.03719562541569827
"('856.2',)",2.544029526283973e-05
"('852.1',)",0.039400266217987104
"('852.2',)",0.0009871355327140683
"('852.3',)",0.0014703463927228555
"('864.1',)",0.0014703463927228555
"('838.2',)",0.001494251962168609
"('890.1',)",0.001494251962168609
"('890.2',)",0.0015785090073905164
"('890.3',)",0.0015831208107067439
