,0
"('800.1',)",27950.70630491725
"('800.2',)",27950.70630491725
"('800.3',)",10610.707808511734
"('802.1',)",10352.311294493386
"('802.2',)",10352.311294493386
"('802.3',)",13391.866116816944
"('806.1',)",9732.98380199562
"('806.2',)",4459.7790580655965
"('806.3',)",2984.1521650319823
"('808.1',)",888.7988680487484
"('808.2',)",75.34755574765161
"('808.3',)",75.34755574765161
"('810.2',)",32.75695726421038
"('812.1',)",40.03315668340095
"('812.2',)",30.506896243632337
"('812.3',)",28.597634209893076
"('814.1',)",28.597634209893076
"('814.2',)",22.78096963376818
"('814.3',)",22.78096963376818
"('814r.1',)",9.677261177921253
"('814r.2',)",8.744463688619337
"('814r.3',)",5.366622153444218
"('850.1',)",5.366622153444218
"('850.2',)",4.985831402672067
"('850.3',)",4.985831402672067
"('816.1',)",4.9933432833515035
"('816.2',)",4.78654560173768
"('816.3',)",3.5085591585238047
"('818.1',)",3.5085591585238047
"('824.1',)",2.371187714732684
"('824.2',)",2.371187714732684
"('824.3',)",2.1080747055162217
"('820.1',)",2.1080747055162217
"('822.1',)",1.4297402901449086
"('826.2',)",1.4297402901449086
"('828.1',)",1.4650385900126528
"('828.2',)",0.7840881841625832
"('828.3',)",0.7840881841625832
"('830.1',)",0.7808074110517831
"('830.2',)",0.7643596299872574
"('830.3',)",0.5741004239942588
"('854.1',)",0.5741004239942588
"('854.2',)",0.43254841512667463
"('854.3',)",0.43254841512667463
"('832.1',)",0.27025093989972765
"('832.2',)",0.369954026300897
"('832.3',)",0.3003668761101068
"('858.1',)",0.3003668761101068
"('858.2',)",0.26035978823009104
"('858.3',)",0.26035978823009104
"('834.1',)",0.22248561673950135
"('834.2',)",0.2120831520658789
"('834.3',)",0.2120831520658789
"('860.1',)",0.19592435798112945
"('860.2',)",0.19592435798112945
"('860.3',)",0.1951184263041867
"('842.1',)",0.17770882894948917
"('842.2',)",0.154006623087362
"('842.3',)",0.154006623087362
"('836.1',)",0.06785546676968116
"('836.2',)",0.08808355930634065
"('836.3',)",0.08808355930634065
"('840.1',)",0.027739214241214834
"('840.2',)",0.0752959532767739
"('840.3',)",0.0752959532767739
"('862.1',)",0.0813136166476235
"('862.2',)",0.0813136166476235
"('862.3',)",0.08445879024715384
"('844.1',)",0.082494599687293
"('844.2',)",0.028407822524318012
"('844.3',)",0.028407822524318012
"('846.1',)",0.05537373270262869
"('846.2',)",0.005676554334063889
"('846.3',)",0.005676554334063889
"('848.1',)",0.043043427935233726
"('848.2',)",0.043043427935233726
"('848.3',)",0.025416056919808323
"('852r.1',)",0.029276530671232096
"('852r.2',)",0.04087551479859023
"('852r.3',)",0.04087551479859023
"('888.1',)",0.03992287572778281
"('888.2',)",0.03992287572778281
"('888.3',)",2.3805977902885117e-05
"('856.2',)",0.040508584165220615
"('852.1',)",0.03940323074069957
"('852.2',)",0.0009866996832173602
"('852.3',)",0.0016802331872152912
"('864.1',)",0.0016802331872152912
"('838.2',)",0.0016584860724783539
"('890.1',)",0.0016584860724783539
"('890.2',)",0.001573240037224071
"('890.3',)",0.0015860108951473053
