,0
"('800.1',)",28647.44617154789
"('800.2',)",28647.44617154789
"('800.3',)",13612.621949040036
"('802.1',)",10168.216503674694
"('802.2',)",10168.216503674694
"('802.3',)",10112.740485821714
"('806.1',)",9303.597178158569
"('806.2',)",4570.0472290628495
"('806.3',)",727.622020468494
"('808.1',)",141.83406117317472
"('808.2',)",66.9210996247168
"('808.3',)",59.174931370956564
"('810.2',)",36.49369818007335
"('812.1',)",36.49369818007335
"('812.2',)",25.010787508560064
"('812.3',)",21.77126051311413
"('814.1',)",10.636650017442397
"('814.2',)",10.636650017442397
"('814.3',)",8.680143769959049
"('814r.1',)",7.974013237611809
"('814r.2',)",7.974013237611809
"('814r.3',)",5.219137374508584
"('850.1',)",5.219137374508584
"('850.2',)",6.158824307128847
"('850.3',)",5.295954648602634
"('816.1',)",5.295954648602634
"('816.2',)",4.343019245757208
"('816.3',)",3.1756732524256264
"('818.1',)",3.1756732524256264
"('824.1',)",1.7973273569395003
"('824.2',)",1.7973273569395003
"('824.3',)",0.9363761212615367
"('820.1',)",1.4913284688055086
"('822.1',)",1.2900006362418088
"('826.2',)",1.2900006362418088
"('828.1',)",1.3873250631259695
"('828.2',)",0.8149045558727427
"('828.3',)",0.8149045558727427
"('830.1',)",0.7761283124111958
"('830.2',)",0.6807986082452893
"('830.3',)",0.6807986082452893
"('854.1',)",0.5889066900336793
"('854.2',)",0.5889066900336793
"('854.3',)",0.5022393237724373
"('832.1',)",0.38735950151908477
"('832.2',)",0.38735950151908477
"('832.3',)",0.36023417233940463
"('858.1',)",0.2254612563810602
"('858.2',)",0.2254612563810602
"('858.3',)",0.2194204719984625
"('834.1',)",0.16201358240506306
"('834.2',)",0.16201358240506306
"('834.3',)",0.19599653099077427
"('860.1',)",0.18645156327738963
"('860.2',)",0.17173301666900945
"('860.3',)",0.14852069607484578
"('842.1',)",0.0408390632790328
"('842.2',)",0.0408390632790328
"('842.3',)",0.14048347938602418
"('836.1',)",0.13200837523243572
"('836.2',)",0.12156611023259166
"('836.3',)",0.05478671443399923
"('840.1',)",0.05478671443399923
"('840.2',)",0.07987699969162367
"('840.3',)",0.08142575523249619
"('862.1',)",0.08188602135515854
"('862.2',)",0.07499984184996113
"('862.3',)",0.06625086235371289
"('844.1',)",0.06625086235371289
"('844.2',)",0.011321422002873158
"('844.3',)",0.04574919684894261
"('846.1',)",0.04574919684894261
"('846.2',)",0.057424807232139045
"('846.3',)",0.057424807232139045
"('848.1',)",0.010414646301392728
"('848.2',)",0.04050148087833605
"('848.3',)",0.028593961456081302
"('852r.1',)",0.028593961456081302
"('852r.2',)",0.030084900737877434
"('852r.3',)",0.004271210382570365
"('888.1',)",1.2322381624544548e-05
"('888.2',)",0.03488678346689807
"('888.3',)",0.03438879760133271
"('856.2',)",0.039399688294188565
"('852.1',)",0.03142340197503611
"('852.2',)",0.000997896301580144
"('852.3',)",0.001295419055860431
"('864.1',)",0.001295419055860431
"('838.2',)",0.0013218519243531888
"('890.1',)",0.0013218519243531888
"('890.2',)",0.0015780981368514629
"('890.3',)",0.001583946412312698
