,0
"('800.1',)",28553.282595424287
"('800.2',)",28553.282595424287
"('800.3',)",13590.714293532928
"('802.1',)",10176.56920732642
"('802.2',)",10168.235736248684
"('802.3',)",10168.235736248684
"('806.1',)",9338.69078529436
"('806.2',)",4564.64938666333
"('806.3',)",1018.2702692428445
"('808.1',)",172.05282465709843
"('808.2',)",65.75155277700406
"('808.3',)",65.75155277700406
"('810.2',)",38.54165237211982
"('812.1',)",38.54165237211982
"('812.2',)",26.565975180556865
"('812.3',)",23.36454409874869
"('814.1',)",18.113582016930142
"('814.2',)",12.739571824338126
"('814.3',)",12.739571824338126
"('814r.1',)",8.21641119380554
"('814r.2',)",8.21641119380554
"('814r.3',)",6.2750839994812715
"('850.1',)",4.553908996313397
"('850.2',)",4.553908996313397
"('850.3',)",5.550968441940148
"('816.1',)",5.07770822355839
"('816.2',)",4.3742569107582305
"('816.3',)",3.316033664458196
"('818.1',)",3.316033664458196
"('824.1',)",1.3189464609409136
"('824.2',)",1.3189464609409136
"('824.3',)",1.773188331434249
"('820.1',)",1.773188331434249
"('822.1',)",1.297652365147562
"('826.2',)",1.297652365147562
"('828.1',)",1.4173663641579344
"('828.2',)",1.2683687519796927
"('828.3',)",0.6167777894486492
"('830.1',)",0.7765577469261405
"('830.2',)",0.7058700165148153
"('830.3',)",0.7058700165148153
"('854.1',)",0.5810358507109182
"('854.2',)",0.5810358507109182
"('854.3',)",0.4820568646574932
"('832.1',)",0.43277920273682186
"('832.2',)",0.3633082301363636
"('832.3',)",0.29442527253238426
"('858.1',)",0.238115898268191
"('858.2',)",0.238115898268191
"('858.3',)",0.2200848214585396
"('834.1',)",0.10465252102762128
"('834.2',)",0.10465252102762128
"('834.3',)",0.19582585511113706
"('860.1',)",0.1674280641660196
"('860.2',)",0.1674280641660196
"('860.3',)",0.16974459867783973
"('842.1',)",0.16974459867783973
"('842.2',)",0.18301407674521647
"('842.3',)",0.05154434180420652
"('836.1',)",0.15214029149826053
"('836.2',)",0.1476642788500471
"('836.3',)",0.10013089129189759
"('840.1',)",0.0824786184761748
"('840.2',)",0.08205454135822474
"('840.3',)",0.06948983224039383
"('862.1',)",0.06948983224039383
"('862.2',)",0.07199589216473098
"('862.3',)",0.07199589216473098
"('844.1',)",0.06432117499048985
"('844.2',)",0.06432117499048985
"('844.3',)",0.013628843032247972
"('846.1',)",0.013628843032247972
"('846.2',)",0.04170756454220094
"('846.3',)",0.04170756454220094
"('848.1',)",0.012539526380579057
"('848.2',)",0.04050438619638439
"('848.3',)",0.03520428409169317
"('852r.1',)",0.03520428409169317
"('852r.2',)",0.034251989204449856
"('852r.3',)",0.034251989204449856
"('888.1',)",0.005903860593788569
"('888.2',)",1.878855597490916e-05
"('888.3',)",0.02915665190239611
"('856.2',)",0.02915665190239611
"('852.1',)",0.03940000828501497
"('852.2',)",0.000992330089365403
"('852.3',)",0.0015783228746600467
"('864.1',)",0.001583427328954422
"('838.2',)",0.0014100902022267416
"('890.1',)",0.0014100902022267416
"('890.2',)",0.0013901063141177974
"('890.3',)",0.0013901063141177974
