,0
"('800.1',)",29113.53924215781
"('800.2',)",29113.53924215781
"('800.3',)",13671.626808406876
"('802.1',)",10030.716993254644
"('802.2',)",10072.96116269979
"('802.3',)",10072.96116269979
"('806.1',)",9276.34678982757
"('806.2',)",4433.672609124591
"('806.3',)",1042.4588240348235
"('808.1',)",371.7806347572077
"('808.2',)",183.06672749196116
"('808.3',)",41.08408686344769
"('810.2',)",41.08408686344769
"('812.1',)",12.078371769572646
"('812.2',)",12.078371769572646
"('812.3',)",9.640173206516259
"('814.1',)",9.640173206516259
"('814.2',)",7.146528956725622
"('814.3',)",7.146528956725622
"('814r.1',)",7.7125205646504575
"('814r.2',)",7.7125205646504575
"('814r.3',)",6.598040337616414
"('850.1',)",4.778171180172806
"('850.2',)",4.281502305588492
"('850.3',)",3.8239190402658303
"('816.1',)",3.8239190402658303
"('816.2',)",2.779560442372237
"('816.3',)",2.779560442372237
"('818.1',)",2.304733249219149
"('824.1',)",1.5803025250929124
"('824.2',)",1.1990321978646827
"('824.3',)",1.1990321978646827
"('820.1',)",1.3727725913073185
"('822.1',)",1.3117078777052191
"('826.2',)",0.9424713812760508
"('828.1',)",0.9424713812760508
"('828.2',)",0.7797636046949327
"('828.3',)",0.6786605038377955
"('830.1',)",0.6599428144616835
"('830.2',)",0.4236700175698044
"('830.3',)",0.5826601833574644
"('854.1',)",0.5826601833574644
"('854.2',)",0.5194122287188001
"('854.3',)",0.36098261372606305
"('832.1',)",0.3527170768793038
"('832.2',)",0.30534642745400753
"('832.3',)",0.26661624670821077
"('858.1',)",0.21783725798244433
"('858.2',)",0.2129163249798297
"('858.3',)",0.16531006532216155
"('834.1',)",0.16531006532216155
"('834.2',)",0.19549808727112306
"('834.3',)",0.1908417145461952
"('860.1',)",0.1703143298971262
"('860.2',)",0.14627204563994445
"('860.3',)",0.1121309933186065
"('842.1',)",0.1121309933186065
"('842.2',)",0.03475210854304166
"('842.3',)",0.03475210854304166
"('836.1',)",0.08866648573287385
"('836.2',)",0.058454237250146215
"('836.3',)",0.058454237250146215
"('840.1',)",0.07572398599083763
"('840.2',)",0.07572398599083763
"('840.3',)",0.08243269932776189
"('862.1',)",0.08162628362130454
"('862.2',)",0.07944238656602973
"('862.3',)",0.08045347887268363
"('844.1',)",0.05230677142944674
"('844.2',)",0.023663485172081604
"('844.3',)",0.023663485172081604
"('846.1',)",0.04049146254089986
"('846.2',)",0.02252137307883439
"('846.3',)",0.03356084373382021
"('848.1',)",0.029124253596219823
"('848.2',)",0.029124253596219823
"('848.3',)",0.027348785926875105
"('852r.1',)",0.01671711356530872
"('852r.2',)",0.016258484048093907
"('852r.3',)",0.038225646381229716
"('888.1',)",0.03940067697894672
"('888.2',)",0.039277271226804966
"('888.3',)",1.0822334409811084e-07
"('856.2',)",0.002621323194746153
"('852.1',)",0.0005568548193952712
"('852.2',)",0.0006916601533019027
"('852.3',)",0.0009721105973277049
"('864.1',)",0.001077039808188625
"('838.2',)",0.0015966896411119804
"('890.1',)",0.0015647363441028586
"('890.2',)",0.001512919188764929
"('890.3',)",0.001475939643311295
